id,client_id,job_id,arrival_time,end_time,job_time,queue_time
2646,7,270,1573771501.53006,1573771503.45165,1.91866564750671,0.00292420387268066
2647,8,257,1573771501.63297,1573771503.53063,1.89520239830017,0.00245785713195801
2648,7,271,1573771502.30939,1573771504.17229,1.85981631278992,0.00308394432067871
2649,1,265,1573771502.32928,1573771504.22174,1.88980770111084,0.0026555061340332
2650,7,272,1573771503.26183,1573771505.17393,1.90920853614807,0.00288558006286621
2651,3,272,1573771503.54832,1573771505.45403,1.90319442749023,0.00251865386962891
2652,3,273,1573771503.98485,1573771505.91421,1.92586302757263,0.00349068641662598
2653,6,258,1573771504.11275,1573771506.05423,1.93889260292053,0.00259184837341309
2654,7,273,1573771504.21801,1573771506.16514,1.94398808479309,0.0031428337097168
2655,9,256,1573771504.31717,1573771506.21804,1.89770317077637,0.00315999984741211
2656,7,274,1573771504.53851,1573771506.43475,1.89396524429321,0.00227594375610352
2657,1,266,1573771505.94959,1573771507.82404,1.87170648574829,0.00274062156677246
2658,3,274,1573771506.28474,1573771508.15801,1.87029433250427,0.00297284126281738
2659,6,259,1573771506.28582,1573771508.19189,1.90199375152588,0.0040743350982666
2660,8,258,1573771506.67035,1573771508.60286,1.92936086654663,0.00314593315124512
2661,2,274,1573771506.80355,1573771508.73215,1.92547535896301,0.0031280517578125
2662,2,275,1573771507.32556,1573771509.34658,2.01814365386963,0.00287389755249023
2663,4,276,1573771507.69229,1573771509.72203,2.02714323997498,0.00259757041931152
2664,3,275,1573771507.72889,1573771509.79023,2.05909657478333,0.00224018096923828
2665,7,275,1573771508.01249,1573771510.01794,2.00267195701599,0.0027775764465332
2666,1,267,1573771508.49009,1573771510.53386,2.04131150245666,0.00246429443359375
2667,8,259,1573771508.59297,1573771510.64551,2.05024147033691,0.0023040771484375
2668,5,260,1573771508.81684,1573771510.86817,2.04858112335205,0.00274872779846191
2669,8,260,1573771508.86447,1573771510.91023,2.04338932037354,0.00236725807189941
2670,1,268,1573771508.99304,1573771511.40767,2.04898142814636,0.365644454956055
2671,7,276,1573771509.11432,1573771511.77241,2.03773474693298,0.620356321334839
2672,7,277,1573771509.4825,1573771511.89625,2.09359502792358,0.320159435272217
2673,4,277,1573771509.64673,1573771512.04723,2.00535297393799,0.395143747329712
2674,4,278,1573771509.76795,1573771512.58616,2.03919410705566,0.779012441635132
2675,9,257,1573771510.00727,1573771512.77315,2.11671257019043,0.649164915084839
2676,3,276,1573771510.66181,1573771512.93927,2.01854252815247,0.258918046951294
2677,6,260,1573771510.48777,1573771512.95402,2.07461500167847,0.391632795333862
2678,1,269,1573771510.75255,1573771513.50593,2.08595991134644,0.667419910430908
2679,0,234,1573771511.01697,1573771513.83809,2.05436110496521,0.766758441925049
2680,8,261,1573771511.11802,1573771513.97798,2.07000041007996,0.789965152740479
2681,4,279,1573771511.49221,1573771514.08752,2.0291600227356,0.566144943237305
2682,2,276,1573771512.01517,1573771514.63167,2.03260064125061,0.583898782730103
2683,2,277,1573771512.27526,1573771514.88607,2.10081386566162,0.509991407394409
2684,2,278,1573771512.34741,1573771514.98027,2.03033804893494,0.602520704269409
2685,9,258,1573771512.99727,1573771515.06008,2.0604989528656,0.00230717658996582
2686,7,278,1573771513.10184,1573771515.62608,2.1080584526062,0.41617751121521
2687,3,277,1573771513.25102,1573771515.90352,2.05358123779297,0.598908662796021
2688,4,280,1573771513.38113,1573771516.02906,2.03978276252747,0.608141660690308
2689,7,279,1573771513.67102,1573771516.1214,2.02295517921448,0.427426338195801
2690,9,259,1573771514.0957,1573771516.701,2.05705690383911,0.548242330551147
2691,3,278,1573771514.2619,1573771516.94773,2.04901504516602,0.636815786361694
2692,3,279,1573771514.32002,1573771517.02256,2.03066086769104,0.671876668930054
2693,7,280,1573771514.44328,1573771517.11384,2.04312372207642,0.627432584762573
2694,8,262,1573771514.8017,1573771517.72255,2.08215737342834,0.838689088821411
2695,8,263,1573771515.27082,1573771518.00405,2.08889532089233,0.644335031509399
2696,3,280,1573771515.30181,1573771518.0938,2.05331683158875,0.738664388656616
2697,6,261,1573771516.04844,1573771518.16272,2.03057336807251,0.0837056636810303
2698,9,260,1573771516.14007,1573771518.74528,2.03245997428894,0.57275128364563
2699,9,261,1573771516.37261,1573771519.01451,2.05550503730774,0.586400270462036
2700,2,279,1573771516.42349,1573771519.06042,2.02668523788452,0.61024284362793
2701,3,281,1573771516.43205,1573771519.17473,2.05010581016541,0.692567825317383
2702,0,235,1573771516.47157,1573771519.8101,2.0763783454895,1.2621533870697
2703,9,262,1573771516.55096,1573771520.09395,2.078697681427,1.46428632736206
2704,1,270,1573771516.70823,1573771520.14339,2.03833532333374,1.39682292938232
2705,4,281,1573771516.72068,1573771520.20859,2.03441405296326,1.45348858833313
2706,5,261,1573771517.07936,1573771520.82469,2.06696534156799,1.67836451530457
2707,8,264,1573771517.18815,1573771521.08815,2.06243515014648,1.83756685256958
